# temperature,mean,std
2.500000000000000000e+02 6.110777894736841853e-01 1.986158661124313649e-02
2.600000000000000000e+02 6.032331423001949799e-01 1.813562569062002194e-02
2.700000000000000000e+02 6.487185204678362904e-01 6.540916913551278467e-02
2.800000000000000000e+02 6.519113840155945638e-01 6.611024459748633675e-02
2.900000000000000000e+02 6.327523307240704442e-01 4.967673100856057761e-02
3.000000000000000000e+02 7.135568532289627841e-01 1.248116131858207772e-01
3.100000000000000000e+02 6.669903636363636590e-01 1.110733037523924938e-01
3.200000000000000000e+02 6.781938723404257185e-01 8.497429292274603918e-02
3.300000000000000000e+02 6.080586996124031085e-01 9.613704909217889172e-02
3.400000000000000000e+02 6.790939110251450472e-01 8.602392857579206631e-02
